"a","b","sigma1","Scenario"
0.813971721055543,1.79245919519821,1.24663978952738,"Scenario 1 (a=0.9, b=1, sig=1)"
0.830879429079033,1.93088789909411,1.15450654644125,"Scenario 1 (a=0.9, b=1, sig=1)"
0.880427135546183,1.16062317866752,0.900575398014891,"Scenario 1 (a=0.9, b=1, sig=1)"
0.898748041723575,1.15642114647703,1.00877619935462,"Scenario 1 (a=0.9, b=1, sig=1)"
0.924379880419463,0.66528889670584,1.1172634801695,"Scenario 1 (a=0.9, b=1, sig=1)"
0.957346076849774,0.524331338622272,0.79782927680982,"Scenario 1 (a=0.9, b=1, sig=1)"
0.666249136166903,2.82788742948314,1.10065350780142,"Scenario 1 (a=0.9, b=1, sig=1)"
0.874817344578248,1.12699056298731,0.885106724117276,"Scenario 1 (a=0.9, b=1, sig=1)"
0.856482400835607,1.56253122028773,0.999615904077274,"Scenario 1 (a=0.9, b=1, sig=1)"
0.914066081070918,0.998681048801177,1.19606061130336,"Scenario 1 (a=0.9, b=1, sig=1)"
0.900419697866262,1.18149414273754,0.862432108522867,"Scenario 1 (a=0.9, b=1, sig=1)"
0.882727117961822,1.12279378717485,1.06021899103557,"Scenario 1 (a=0.9, b=1, sig=1)"
0.87374179392716,1.0715366091564,0.760811683458292,"Scenario 1 (a=0.9, b=1, sig=1)"
0.934223561563109,0.6024802410157,0.988398091055561,"Scenario 1 (a=0.9, b=1, sig=1)"
0.816961151688816,1.58574313866863,1.24328889410081,"Scenario 1 (a=0.9, b=1, sig=1)"
0.9316083759764,0.589818990958005,0.815378674411624,"Scenario 1 (a=0.9, b=1, sig=1)"
0.924296455287563,0.821252745483677,1.27300004709544,"Scenario 1 (a=0.9, b=1, sig=1)"
0.835325322535089,1.4200052527588,0.885822517893824,"Scenario 1 (a=0.9, b=1, sig=1)"
0.900121332247257,1.02934184439117,1.13206151018521,"Scenario 1 (a=0.9, b=1, sig=1)"
0.765616555729202,2.4154216560099,0.896284418546238,"Scenario 1 (a=0.9, b=1, sig=1)"
0.946403910900957,0.686723252907632,0.763911384432889,"Scenario 1 (a=0.9, b=1, sig=1)"
0.806045147810672,1.80375771500086,0.822869161133907,"Scenario 1 (a=0.9, b=1, sig=1)"
0.946680903173922,0.491455023611583,1.01424091763235,"Scenario 1 (a=0.9, b=1, sig=1)"
0.771586422103112,2.3199908678888,1.04447593533899,"Scenario 1 (a=0.9, b=1, sig=1)"
0.918281268969843,0.949333914071585,1.01896183219996,"Scenario 1 (a=0.9, b=1, sig=1)"
0.926598044800294,3.72203216332187,1.04112650978771,"Scenario 2 (a=0.9, b=5, sig=1)"
0.900817956532222,5.05622259975026,0.855219934089374,"Scenario 2 (a=0.9, b=5, sig=1)"
0.903960856131015,4.88529981040077,0.929303298732392,"Scenario 2 (a=0.9, b=5, sig=1)"
0.887293382554335,5.67167019764345,1.32152222030683,"Scenario 2 (a=0.9, b=5, sig=1)"
0.911313237408423,4.25644966488057,0.979552402847864,"Scenario 2 (a=0.9, b=5, sig=1)"
0.894111384236201,5.24745328393345,0.968637405042505,"Scenario 2 (a=0.9, b=5, sig=1)"
0.899094960482555,5.11162792319783,1.03462978644296,"Scenario 2 (a=0.9, b=5, sig=1)"
0.872143317328786,6.4359813095464,1.09982215085457,"Scenario 2 (a=0.9, b=5, sig=1)"
0.906711173741881,4.55265709278826,0.981056501532724,"Scenario 2 (a=0.9, b=5, sig=1)"
0.88709208334152,5.7235674559436,0.881134159880371,"Scenario 2 (a=0.9, b=5, sig=1)"
0.906684930973517,4.66434567002848,1.04563092554569,"Scenario 2 (a=0.9, b=5, sig=1)"
0.886314548940199,5.67792411602075,1.03789270010548,"Scenario 2 (a=0.9, b=5, sig=1)"
0.902538794127502,5.00617098281986,0.799801450343037,"Scenario 2 (a=0.9, b=5, sig=1)"
0.873639607819386,5.92365652139161,0.848959534049431,"Scenario 2 (a=0.9, b=5, sig=1)"
0.867369554044924,6.52117713975997,0.772784178480014,"Scenario 2 (a=0.9, b=5, sig=1)"
0.901155955117162,4.8967384064745,0.978285172255746,"Scenario 2 (a=0.9, b=5, sig=1)"
0.893754471557577,5.19896038862233,0.82566482963184,"Scenario 2 (a=0.9, b=5, sig=1)"
0.888945914917386,5.55661604299474,1.06836355221339,"Scenario 2 (a=0.9, b=5, sig=1)"
0.916820934276047,4.25649998442846,1.00566815806048,"Scenario 2 (a=0.9, b=5, sig=1)"
0.885861358996776,5.59176697354072,0.910539626173433,"Scenario 2 (a=0.9, b=5, sig=1)"
0.91028495971835,4.71589616243605,0.724948820447876,"Scenario 2 (a=0.9, b=5, sig=1)"
0.901200841539946,4.94122662429521,1.02724454903297,"Scenario 2 (a=0.9, b=5, sig=1)"
0.881731731137651,5.79759170541018,0.9256302436957,"Scenario 2 (a=0.9, b=5, sig=1)"
0.907185011576399,4.96185049108289,1.10286143324113,"Scenario 2 (a=0.9, b=5, sig=1)"
0.917180395351366,4.20260307931136,1.12439015922315,"Scenario 2 (a=0.9, b=5, sig=1)"
0.886855746509126,5.59574886302393,0.922805724076541,"Scenario 2 (a=0.9, b=5, sig=1)"
0.886386830503786,5.63009020682678,1.01299318315206,"Scenario 2 (a=0.9, b=5, sig=1)"
0.895771215524865,5.30331138207009,1.0602578509447,"Scenario 2 (a=0.9, b=5, sig=1)"
0.883323626827716,5.73092550802041,0.9619178901662,"Scenario 2 (a=0.9, b=5, sig=1)"
