"Time","True_State","Observation","Predicted_State_Mean","Predicted_State_Var","CI_Lower_95","CI_Upper_95","Filtered_State_Mean","Filtered_State_Var","Innovation","Innovation_Var"
80,7.5464301840239,7.37090431378177,6.46739270030511,1.48389990267865,4.07981026903069,8.85497513157954,7.00715712231793,0.597407287257593,0.903511613476662,2.48389990267865
81,6.72000478147084,6.88321166393822,7.30644141008614,1.48389990267865,4.91885897881171,9.69402384136057,7.05360087555319,0.597407287257593,-0.423229746147923,2.48389990267865
82,6.6852658876958,7.27527943568314,7.34824078799787,1.48389990267865,4.96065835672345,9.7358232192723,7.30465314443688,0.597407287257593,-0.0729613523147306,2.48389990267865
83,8.44916122665721,7.45646871554772,7.57418782999319,1.48389990267865,5.18660539871877,9.96177026126762,7.50386157317396,0.597407287257593,-0.117719114445475,2.48389990267865
84,9.05889540157177,9.14379346025026,7.75347541585656,1.48389990267865,5.36589298458214,10.141057847131,8.58406154718308,0.597407287257593,1.3903180443937,2.48389990267865
85,10.0485714436791,9.81879330473288,8.72565539246478,1.48389990267865,6.33807296119035,11.1132378237392,9.37870394723129,0.597407287257593,1.0931379122681,2.48389990267865
86,10.8803333677718,9.13527750643515,9.44083355250816,1.48389990267865,7.05325112123373,11.8284159837826,9.25829214391853,0.597407287257593,-0.305556046073011,2.48389990267865
87,12.481758952308,13.3465369308266,9.33246292952667,1.48389990267865,6.94488049825225,11.7200453608011,11.7304999894945,0.597407287257593,4.01407400129994,2.48389990267865
88,12.0828070681915,10.6337999380523,11.557449990545,1.48389990267865,9.16986755927062,13.9450324218195,11.00565471831,0.597407287257593,-0.923650052492734,2.48389990267865
89,12.5175350614143,13.0007289252291,10.905089246479,1.48389990267865,8.5175068152046,13.2926716777535,12.1570396620305,0.597407287257593,2.09563967875005,2.48389990267865
90,12.2594259288515,12.4108818217139,11.9413356958274,1.48389990267865,9.553753264553,14.3289181271019,12.2218459731356,0.597407287257593,0.469546125886495,2.48389990267865
91,11.4493743656165,11.8181810982468,11.999661375822,1.48389990267865,9.6120789445476,14.3872438070965,11.891243735505,0.597407287257593,-0.181480277575245,2.48389990267865
92,11.5990912687744,11.3198318954318,11.7021193619545,1.48389990267865,9.31453693068012,14.089701793229,11.4737380436266,0.597407287257593,-0.382287466522712,2.48389990267865
93,10.1029454870038,10.8036943054438,11.326364239264,1.48389990267865,8.93878180798954,13.7139466705384,11.0141174119694,0.597407287257593,-0.522669933820124,2.48389990267865
94,10.6468475605775,9.81054096777605,10.9127056707724,1.48389990267865,8.52512323949802,13.3002881020469,10.2542644454443,0.597407287257593,-1.1021647029964,2.48389990267865
95,8.98757464251347,9.19253322310111,10.2288380008999,1.48389990267865,7.84125556962544,12.6164204321743,9.60974197482303,0.597407287257593,-1.03630477779876,2.48389990267865
96,8.74372920028924,8.99634090365369,9.64876777734073,1.48389990267865,7.2611853460663,12.0363502086152,9.2590032085974,0.597407287257593,-0.652426873687034,2.48389990267865
97,7.57535381477576,6.6161833703954,9.33310288773766,1.48389990267865,6.94552045646324,11.7206853190121,7.70999536918501,0.597407287257593,-2.71691951734226,2.48389990267865
98,8.90359328697809,9.3073681916938,7.93899583226651,1.48389990267865,5.55141340099209,10.3265782635409,8.75647145147024,0.597407287257593,1.36837235942729,2.48389990267865
99,9.59972149499958,11.4149499411535,8.88082430632322,1.48389990267865,6.49324187504879,11.2684067375976,10.3947294273971,0.597407287257593,2.53412563483031,2.48389990267865
100,9.768570774102,7.76764153637049,10.3552564846574,1.48389990267865,7.96767405338298,12.7428389159318,8.80939645793412,0.597407287257593,-2.58761494828692,2.48389990267865
