"a","b","sigma1","nu"
0.887224401766986,-2.94825934222554,35.1068148454347,"nu = 1"
0.817104129718815,-2.35360144532121,11.6595170552297,"nu = 1"
0.868964628944354,0.754289952614223,6.23313885814274,"nu = 1"
0.904030430537354,-0.480359179869714,13.3505406020952,"nu = 1"
0.827753821360779,2.02327321801484,3.41640078144697,"nu = 1"
0.905854250408538,0.677156560974469,11.7133911969115,"nu = 1"
0.887947614873246,1.4716457507084,4.56207375657353,"nu = 1"
0.866878899617959,3.81711822958012,11.715525573512,"nu = 1"
0.914548865946642,-0.10116014895372,14.406620976721,"nu = 1"
0.846074216111942,-0.395535695905448,10.6380269416503,"nu = 1"
0.93040185841679,2.17822791179269,16.0708366510323,"nu = 1"
0.839572084988853,1.94019053367562,6.036359810427,"nu = 1"
0.851561643951205,2.78458026771074,6.89810241075123,"nu = 1"
0.725751579892356,1.86401300341712,9.84438052775615,"nu = 1"
0.899598148100948,4.90494602307312,26.8816618963674,"nu = 1"
0.876168013802573,-38.1609688448716,100,"nu = 1"
0.859597950764858,3.60551674533167,13.8633581424689,"nu = 1"
0.876078254808363,13.520378227582,100,"nu = 1"
0.851492059240113,-0.673913830909617,7.60373293524674,"nu = 1"
0.845291833522707,-0.162837066984603,48.4799801877236,"nu = 1"
0.862248692780886,14.8357466274334,78.5330019672146,"nu = 1"
0.916290725024531,-1.45009071312387,25.7749452433479,"nu = 1"
0.866402348791129,0.778460994971627,5.97642574369021,"nu = 1"
0.892177405360901,2.61177721743534,6.15860010299257,"nu = 1"
0.921583171981934,1.08555833969598,4.54438809368721,"nu = 1"
0.906946647169281,3.74877624176729,13.8719237623846,"nu = 1"
0.824179986137652,1.11043532606668,3.58644539491032,"nu = 1"
0.80317617923011,-1.91714456166323,16.8890349644591,"nu = 1"
0.885359194415201,-2.08510946859411,45.3895208371794,"nu = 1"
0.837596694734525,1.54944669021427,9.10150405793661,"nu = 1"
0.888346712976404,-1.031512041243,21.2291550297078,"nu = 1"
0.873770313274201,3.67601764633689,12.0011305190249,"nu = 1"
0.919538991870856,-0.468217001058276,8.3270066006944,"nu = 1"
0.88125338475965,7.33495269802628,46.685989391868,"nu = 1"
0.785234869475197,1.83173973750159,12.6415361894399,"nu = 1"
0.882058371559238,-0.840013385520585,26.1942117287933,"nu = 1"
0.881890456006471,9.09043575005229,66.6414850429696,"nu = 1"
0.930531305891709,0.525735652165518,4.80818422300648,"nu = 1"
0.913263597497219,0.633220434660928,18.469944257286,"nu = 1"
0.872862077287585,-1.9102888284187,10.2930176695725,"nu = 1"
0.870853104919622,4.06914976354728,16.7484683989447,"nu = 1"
0.882371312313317,1.63593777571567,2.95771701511455,"nu = 1"
0.819048118396726,-1.50549054317786,12.9155277281772,"nu = 1"
0.859830464815912,5.29494094754803,13.4248999500103,"nu = 1"
0.868090105826811,0.62732192899235,6.58651727825061,"nu = 1"
0.825758046422447,3.10760037158239,14.3945356551181,"nu = 1"
0.915504088395619,-0.138650613715089,11.4565151388037,"nu = 1"
0.894005245013392,-7.95743538451596,51.699373293583,"nu = 1"
0.881374321390522,-1.53313348542677,24.4612213900298,"nu = 1"
0.875309892093759,5.98016344867744,41.4081772804265,"nu = 1"
0.841893291153601,-0.993076403021971,10.4625293224625,"nu = 1"
0.905377528169615,1.57973214290781,19.5450505583785,"nu = 1"
0.873275439776749,2.60718731828077,5.52056155396673,"nu = 1"
0.857236515749746,0.926296853840813,3.87081659844983,"nu = 1"
0.862019720938356,0.828764693560314,5.63658951678532,"nu = 1"
0.821501844724334,1.18541830259974,4.38653147249062,"nu = 1"
0.8109360170083,1.05860132506995,11.5297250425229,"nu = 1"
0.896559592268579,0.915230612090389,7.11569397670738,"nu = 1"
0.895984634588864,2.89363288650201,13.0569719162936,"nu = 1"
0.895910260975453,-5.23516828882688,45.1950027194373,"nu = 1"
0.904607400858434,0.779801217745311,5.92068435783901,"nu = 1"
0.938533250905487,-0.138805677978371,7.41751925660259,"nu = 1"
0.697939122340718,1.37444566659375,4.37537836360124,"nu = 1"
0.835147256548076,-1.52820921089368,14.3888135137492,"nu = 1"
0.888053322439229,0.519676357602901,5.81998793364393,"nu = 1"
0.878735511818174,-6.08703009329866,60.9484106408744,"nu = 1"
0.870853610938643,-15.1730005465667,100,"nu = 1"
0.881844360682723,1.74920275678775,5.81980557156156,"nu = 1"
0.871144171420073,-0.225109288020547,10.0583635136218,"nu = 1"
0.756281978270224,3.38409223340946,4.84523687408538,"nu = 1"
0.834811630534057,-5.71389465296698,60.3937214317391,"nu = 1"
0.896391780987234,3.31974373666081,22.1068226497137,"nu = 1"
